time	zmp_ref_y	zmp_y	COM_y	r_Foot_z
23.1040	0.0500	-0.0500	-0.0500	0.0000
23.1050	0.0500	-0.0500	-0.0500	0.0000
23.1060	0.0500	-0.0500	-0.0500	0.0000
23.1070	0.0500	-0.0500	-0.0500	0.0000
23.1080	0.0500	-0.0500	-0.0500	0.0000
23.1090	0.0500	-0.0500	-0.0500	0.0000
23.1100	0.0500	-0.0500	-0.0500	0.0000
23.1110	0.0500	-0.0500	-0.0500	0.0000
23.1120	0.0500	-0.0500	-0.0500	0.0000
23.1130	0.0500	-0.0500	-0.0500	0.0000
23.1140	0.0500	-0.0500	-0.0500	0.0000
23.1150	0.0500	-0.0500	-0.0500	0.0000
23.1160	0.0500	-0.0500	-0.0500	0.0000
23.1170	0.0500	-0.0500	-0.0500	0.0000
23.1180	0.0500	-0.0500	-0.0500	0.0000
23.1190	0.0500	-0.0500	-0.0500	0.0000
23.1200	0.0500	-0.0500	-0.0500	0.0000
23.1210	0.0500	-0.0500	-0.0500	0.0000
23.1220	0.0500	-0.0500	-0.0500	0.0000
23.1230	0.0500	-0.0500	-0.0500	0.0000
23.1240	0.0500	-0.0500	-0.0500	0.0000
23.1250	0.0500	-0.0500	-0.0500	0.0000
23.1260	0.0500	-0.0500	-0.0500	0.0000
23.1270	0.0500	-0.0500	-0.0500	0.0000
23.1280	0.0500	-0.0500	-0.0500	0.0000
23.1290	0.0500	-0.0500	-0.0500	0.0000
23.1300	0.0500	-0.0500	-0.0500	0.0000
23.1310	0.0500	-0.0500	-0.0500	0.0000
23.1320	0.0500	-0.0500	-0.0500	0.0000
23.1330	0.0500	-0.0500	-0.0500	0.0000
23.1340	0.0500	-0.0500	-0.0500	0.0000
23.1350	0.0500	-0.0500	-0.0500	0.0000
23.1360	0.0500	-0.0500	-0.0500	0.0000
23.1370	0.0500	-0.0500	-0.0500	0.0000
23.1380	0.0500	-0.0500	-0.0500	0.0000
23.1390	0.0500	-0.0500	-0.0500	0.0000
23.1400	0.0500	-0.0500	-0.0500	0.0000
23.1410	0.0500	-0.0500	-0.0500	0.0000
23.1420	0.0500	-0.0500	-0.0500	0.0000
23.1430	0.0500	-0.0500	-0.0500	0.0000
23.1440	0.0500	-0.0500	-0.0500	0.0000
23.1450	0.0500	-0.0500	-0.0500	0.0000
23.1460	0.0500	-0.0500	-0.0500	0.0000
23.1470	0.0500	-0.0500	-0.0500	0.0000
23.1480	0.0500	-0.0500	-0.0500	0.0000
23.1490	0.0500	-0.0500	-0.0500	0.0000
23.1500	0.0500	-0.0500	-0.0500	0.0000
23.1510	0.0500	-0.0500	-0.0500	0.0000
23.1520	0.0500	-0.0500	-0.0500	0.0000
23.1530	0.0500	-0.0500	-0.0500	0.0000
23.1540	0.0500	-0.0500	-0.0500	0.0000
23.1550	0.0500	-0.0500	-0.0500	0.0000
23.1560	0.0500	-0.0500	-0.0500	0.0000
23.1570	0.0500	-0.0500	-0.0500	0.0000
23.1580	0.0500	-0.0500	-0.0500	0.0000
23.1590	0.0500	-0.0500	-0.0500	0.0000
23.1600	0.0500	-0.0500	-0.0500	0.0000
23.1610	0.0500	-0.0500	-0.0500	0.0000
23.1620	0.0500	-0.0500	-0.0500	0.0000
23.1630	0.0500	-0.0500	-0.0500	0.0000
23.1640	0.0500	-0.0500	-0.0500	0.0000
23.1650	0.0500	-0.0500	-0.0500	0.0000
23.1660	0.0500	-0.0500	-0.0500	0.0000
23.1670	0.0500	-0.0500	-0.0500	0.0000
23.1680	0.0500	-0.0500	-0.0500	0.0000
23.1690	0.0500	-0.0500	-0.0500	0.0000
23.1700	0.0500	-0.0500	-0.0500	0.0000
23.1710	0.0500	-0.0500	-0.0500	0.0000
23.1720	0.0500	-0.0500	-0.0500	0.0000
23.1730	0.0500	-0.0500	-0.0500	0.0000
23.1740	0.0500	-0.0500	-0.0500	0.0000
23.1750	0.0500	-0.0500	-0.0500	0.0000
23.1760	0.0500	-0.0500	-0.0500	0.0000
23.1770	0.0500	-0.0500	-0.0500	0.0000
23.1780	0.0500	-0.0500	-0.0500	0.0000
23.1790	0.0500	-0.0500	-0.0500	0.0000
23.1800	0.0500	-0.0500	-0.0500	0.0000
23.1810	0.0500	-0.0500	-0.0500	0.0000
23.1820	0.0500	-0.0500	-0.0500	0.0000
23.1830	0.0500	-0.0500	-0.0500	0.0000
23.1840	0.0500	-0.0500	-0.0500	0.0000
23.1850	0.0500	-0.0500	-0.0500	0.0000
23.1860	0.0500	-0.0500	-0.0500	0.0000
23.1870	0.0500	-0.0500	-0.0500	0.0000
23.1880	0.0500	-0.0500	-0.0500	0.0000
23.1890	0.0500	-0.0500	-0.0500	0.0000
23.1900	0.0500	-0.0500	-0.0500	0.0000
23.1910	0.0500	-0.0500	-0.0500	0.0000
23.1920	0.0500	-0.0500	-0.0500	0.0000
23.1930	0.0500	-0.0500	-0.0500	0.0000
23.1940	0.0500	-0.0500	-0.0500	0.0000
23.1950	0.0500	-0.0500	-0.0500	0.0000
23.1960	0.0500	-0.0500	-0.0500	0.0000
23.1970	0.0500	-0.0500	-0.0500	0.0000
23.1980	0.0500	-0.0500	-0.0500	0.0000
23.1990	0.0500	-0.0500	-0.0500	0.0000
23.2000	0.0500	-0.0500	-0.0500	0.0000
23.2010	0.0500	-0.0500	-0.0500	0.0000
23.2020	0.0500	-0.0500	-0.0500	0.0000
23.2030	0.0500	-0.0500	-0.0500	0.0000
23.2040	0.0500	-0.0500	-0.0500	0.0000
23.2050	0.0500	-0.0500	-0.0500	0.0000
23.2060	0.0500	-0.0500	-0.0500	0.0000
23.2070	0.0500	-0.0500	-0.0500	0.0000
23.2080	0.0500	-0.0500	-0.0500	0.0000
23.2090	0.0500	-0.0500	-0.0500	0.0000
23.2100	0.0500	-0.0500	-0.0500	0.0000
23.2110	0.0500	-0.0500	-0.0500	0.0000
23.2120	0.0500	-0.0500	-0.0500	0.0000
23.2130	0.0500	-0.0500	-0.0500	0.0000
23.2140	0.0500	-0.0500	-0.0500	0.0000
23.2150	0.0500	-0.0500	-0.0500	0.0000
23.2160	0.0500	-0.0500	-0.0500	0.0000
23.2170	0.0500	-0.0500	-0.0500	0.0000
23.2180	0.0500	-0.0500	-0.0500	0.0000
23.2190	0.0500	-0.0500	-0.0500	0.0000
23.2200	0.0500	-0.0500	-0.0500	0.0000
23.2210	0.0500	-0.0500	-0.0500	0.0000
23.2220	0.0500	-0.0500	-0.0500	0.0000
23.2230	0.0500	-0.0500	-0.0500	0.0000
23.2240	0.0500	-0.0500	-0.0500	0.0000
23.2250	0.0500	-0.0500	-0.0500	0.0000
23.2260	0.0500	-0.0500	-0.0500	0.0000
23.2270	0.0500	-0.0500	-0.0500	0.0000
23.2280	0.0500	-0.0500	-0.0500	0.0000
23.2290	0.0500	-0.0500	-0.0500	0.0000
23.2300	0.0500	-0.0500	-0.0500	0.0000
23.2310	0.0500	-0.0500	-0.0500	0.0000
23.2320	0.0500	-0.0500	-0.0500	0.0000
23.2330	0.0500	-0.0500	-0.0500	0.0000
23.2340	0.0500	-0.0500	-0.0500	0.0000
23.2350	0.0500	-0.0500	-0.0500	0.0000
23.2360	0.0500	-0.0500	-0.0500	0.0000
23.2370	0.0500	-0.0500	-0.0500	0.0000
23.2380	0.0500	-0.0500	-0.0500	0.0000
23.2390	0.0500	-0.0500	-0.0500	0.0000
23.2400	0.0500	-0.0500	-0.0500	0.0000
23.2410	0.0500	-0.0500	-0.0500	0.0000
23.2420	0.0500	-0.0500	-0.0500	0.0000
23.2430	0.0500	-0.0500	-0.0500	0.0000
23.2440	0.0500	-0.0500	-0.0500	0.0000
23.2450	0.0500	-0.0500	-0.0500	0.0000
23.2460	0.0500	-0.0500	-0.0500	0.0000
23.2470	0.0500	-0.0500	-0.0500	0.0000
23.2480	0.0500	-0.0500	-0.0500	0.0000
23.2490	0.0500	-0.0500	-0.0500	0.0000
23.2500	0.0500	-0.0500	-0.0500	0.0000
23.2510	0.0500	-0.0500	-0.0500	0.0000
23.2520	0.0500	-0.0500	-0.0500	0.0000
23.2530	0.0500	-0.0500	-0.0500	0.0000
23.2540	0.0500	-0.0500	-0.0500	0.0000
23.2550	0.0500	-0.0500	-0.0500	0.0000
23.2560	0.0500	-0.0500	-0.0500	0.0000
23.2570	0.0500	-0.0500	-0.0500	0.0000
23.2580	0.0500	-0.0500	-0.0500	0.0000
23.2590	0.0500	-0.0500	-0.0500	0.0000
23.2600	0.0500	-0.0500	-0.0500	0.0000
23.2610	0.0500	-0.0500	-0.0500	0.0000
23.2620	0.0500	-0.0500	-0.0500	0.0000
23.2630	0.0500	-0.0500	-0.0500	0.0000
23.2640	0.0500	-0.0500	-0.0500	0.0000
23.2650	0.0500	-0.0500	-0.0500	0.0000
23.2660	0.0500	-0.0500	-0.0500	0.0000
23.2670	0.0500	-0.0500	-0.0500	0.0000
23.2680	0.0500	-0.0500	-0.0500	0.0000
23.2690	0.0500	-0.0500	-0.0500	0.0000
23.2700	0.0500	-0.0500	-0.0500	0.0000
23.2710	0.0500	-0.0500	-0.0500	0.0000
23.2720	0.0500	-0.0500	-0.0500	0.0000
23.2730	0.0500	-0.0500	-0.0500	0.0000
23.2740	0.0500	-0.0500	-0.0500	0.0000
23.2750	0.0500	-0.0500	-0.0500	0.0000
23.2760	0.0500	-0.0500	-0.0500	0.0000
23.2770	0.0500	-0.0500	-0.0500	0.0000
23.2780	0.0500	-0.0500	-0.0500	0.0000
23.2790	0.0500	-0.0500	-0.0500	0.0000
23.2800	0.0500	-0.0500	-0.0500	0.0000
23.2810	0.0500	-0.0500	-0.0500	0.0000
23.2820	0.0500	-0.0500	-0.0500	0.0000
23.2830	0.0500	-0.0500	-0.0500	0.0000
23.2840	0.0500	-0.0500	-0.0500	0.0000
23.2850	0.0500	-0.0500	-0.0500	0.0000
23.2860	0.0500	-0.0500	-0.0500	0.0000
23.2870	0.0500	-0.0500	-0.0500	0.0000
23.2880	0.0500	-0.0500	-0.0500	0.0000
23.2890	0.0500	-0.0500	-0.0500	0.0000
23.2900	0.0500	-0.0500	-0.0500	0.0000
23.2910	0.0500	-0.0500	-0.0500	0.0000
23.2920	0.0500	-0.0500	-0.0500	0.0000
23.2930	0.0500	-0.0500	-0.0500	0.0000
23.2940	0.0500	-0.0500	-0.0500	0.0000
23.2950	0.0500	-0.0500	-0.0500	0.0000
23.2960	0.0500	-0.0500	-0.0500	0.0000
23.2970	0.0500	-0.0500	-0.0500	0.0000
23.2980	0.0500	-0.0500	-0.0500	0.0000
23.2990	0.0500	-0.0500	-0.0500	0.0000
23.3000	0.0500	-0.0500	-0.0500	0.0000
23.3010	0.0500	-0.0500	-0.0500	0.0000
23.3020	0.0500	-0.0500	-0.0500	0.0000
23.3030	0.0500	-0.0500	-0.0500	0.0000
23.3040	0.0500	-0.0500	-0.0500	0.0000
23.3050	0.0500	-0.0500	-0.0500	0.0000
23.3060	0.0500	-0.0500	-0.0500	0.0000
23.3070	0.0500	-0.0500	-0.0500	0.0000
23.3080	0.0500	-0.0500	-0.0500	0.0000
23.3090	0.0500	-0.0500	-0.0500	0.0000
23.3100	0.0500	-0.0500	-0.0500	0.0000
23.3110	0.0500	-0.0500	-0.0500	0.0000
23.3120	0.0500	-0.0500	-0.0500	0.0000
23.3130	0.0500	-0.0500	-0.0500	0.0000
23.3140	0.0500	-0.0500	-0.0500	0.0000
23.3150	0.0500	-0.0500	-0.0500	0.0000
23.3160	0.0500	-0.0500	-0.0500	0.0000
23.3170	0.0500	-0.0500	-0.0500	0.0000
23.3180	0.0500	-0.0500	-0.0500	0.0000
23.3190	0.0500	-0.0500	-0.0500	0.0000
23.3200	0.0500	-0.0500	-0.0500	0.0000
23.3210	0.0500	-0.0500	-0.0500	0.0000
23.3220	0.0500	-0.0500	-0.0500	0.0000
23.3230	0.0500	-0.0500	-0.0500	0.0000
23.3240	0.0500	-0.0500	-0.0500	0.0000
23.3250	0.0500	-0.0500	-0.0500	0.0000
23.3260	0.0500	-0.0500	-0.0500	0.0000
23.3270	0.0500	-0.0500	-0.0500	0.0000
23.3280	0.0500	-0.0500	-0.0500	0.0000
23.3290	0.0500	-0.0500	-0.0500	0.0000
23.3300	0.0500	-0.0500	-0.0500	0.0000
23.3310	0.0500	-0.0500	-0.0500	0.0000
23.3320	0.0500	-0.0500	-0.0500	0.0000
23.3330	0.0500	-0.0500	-0.0500	0.0000
23.3340	0.0500	-0.0500	-0.0500	0.0000
23.3350	0.0500	-0.0500	-0.0500	0.0000
23.3360	0.0500	-0.0500	-0.0500	0.0000
23.3370	0.0500	-0.0500	-0.0500	0.0000
23.3380	0.0500	-0.0500	-0.0500	0.0000
23.3390	0.0500	-0.0500	-0.0500	0.0000
23.3400	0.0500	-0.0500	-0.0500	0.0000
23.3410	0.0500	-0.0500	-0.0500	0.0000
23.3420	0.0500	-0.0500	-0.0500	0.0000
23.3430	0.0500	-0.0500	-0.0500	0.0000
23.3440	0.0500	-0.0500	-0.0500	0.0000
23.3450	0.0500	-0.0500	-0.0500	0.0000
23.3460	0.0500	-0.0500	-0.0500	0.0000
23.3470	0.0500	-0.0500	-0.0500	0.0000
23.3480	0.0500	-0.0500	-0.0500	0.0000
23.3490	0.0500	-0.0500	-0.0500	0.0000
23.3500	0.0500	-0.0500	-0.0500	0.0000
23.3510	0.0500	-0.0500	-0.0500	0.0000
23.3520	0.0500	-0.0500	-0.0500	0.0000
23.3530	0.0500	-0.0500	-0.0500	0.0000
23.3540	0.0500	-0.0500	-0.0500	0.0000
23.3550	0.0500	-0.0500	-0.0500	0.0000
23.3560	0.0500	-0.0500	-0.0500	0.0000
23.3570	0.0500	-0.0500	-0.0500	0.0000
23.3580	0.0500	-0.0500	-0.0500	0.0000
23.3590	0.0500	-0.0500	-0.0500	0.0000
23.3600	0.0500	-0.0500	-0.0500	0.0000
23.3610	0.0500	-0.0500	-0.0500	0.0000
23.3620	0.0500	-0.0500	-0.0500	0.0000
23.3630	0.0500	-0.0500	-0.0500	0.0000
23.3640	0.0500	-0.0500	-0.0500	0.0000
23.3650	0.0500	-0.0500	-0.0500	0.0000
23.3660	0.0500	-0.0500	-0.0500	0.0000
23.3670	0.0500	-0.0500	-0.0500	0.0000
23.3680	0.0500	-0.0500	-0.0500	0.0000
23.3690	0.0500	-0.0500	-0.0500	0.0000
23.3700	0.0500	-0.0500	-0.0500	0.0000
23.3710	0.0500	-0.0500	-0.0500	0.0000
23.3720	0.0500	-0.0500	-0.0500	0.0000
23.3730	0.0500	-0.0500	-0.0500	0.0000
23.3740	0.0500	-0.0500	-0.0500	0.0000
23.3750	0.0500	-0.0500	-0.0500	0.0000
23.3760	0.0500	-0.0500	-0.0500	0.0000
23.3770	0.0500	-0.0500	-0.0500	0.0000
23.3780	0.0500	-0.0500	-0.0500	0.0000
23.3790	0.0500	-0.0500	-0.0500	0.0000
23.3800	0.0500	-0.0500	-0.0500	0.0000
23.3810	0.0500	-0.0500	-0.0500	0.0000
23.3820	0.0500	-0.0500	-0.0500	0.0000
23.3830	0.0500	-0.0500	-0.0500	0.0000
23.3840	0.0500	-0.0500	-0.0500	0.0000
23.3850	0.0500	-0.0500	-0.0500	0.0000
23.3860	0.0500	-0.0500	-0.0500	0.0000
23.3870	0.0500	-0.0500	-0.0500	0.0000
23.3880	0.0500	-0.0500	-0.0500	0.0000
23.3890	0.0500	-0.0500	-0.0500	0.0000
23.3900	0.0500	-0.0500	-0.0500	0.0000
23.3910	0.0500	-0.0500	-0.0500	0.0000
23.3920	0.0500	-0.0500	-0.0500	0.0000
23.3930	0.0500	-0.0500	-0.0500	0.0000
23.3940	0.0500	-0.0500	-0.0500	0.0000
23.3950	0.0500	-0.0500	-0.0500	0.0000
23.3960	0.0500	-0.0500	-0.0500	0.0000
23.3970	0.0500	-0.0500	-0.0500	0.0000
23.3980	0.0500	-0.0500	-0.0500	0.0000
23.3990	0.0500	-0.0500	-0.0500	0.0000
23.4000	0.0500	-0.0500	-0.0500	0.0000
23.4010	0.0500	-0.0500	-0.0500	0.0000
23.4020	0.0500	-0.0500	-0.0500	0.0000
23.4030	0.0500	-0.0500	-0.0500	0.0000
23.4040	0.0500	-0.0500	-0.0500	0.0000
23.4050	0.0500	-0.0500	-0.0500	0.0000
23.4060	0.0500	-0.0500	-0.0500	0.0000
23.4070	0.0500	-0.0500	-0.0500	0.0000
23.4080	0.0500	-0.0500	-0.0500	0.0000
23.4090	0.0500	-0.0500	-0.0500	0.0000
23.4100	0.0500	-0.0500	-0.0500	0.0000
23.4110	0.0500	-0.0500	-0.0500	0.0000
23.4120	0.0500	-0.0500	-0.0500	0.0000
23.4130	0.0500	-0.0500	-0.0500	0.0000
23.4140	0.0500	-0.0500	-0.0500	0.0000
23.4150	0.0500	-0.0500	-0.0500	0.0000
23.4160	0.0500	-0.0500	-0.0500	0.0000
23.4170	0.0500	-0.0500	-0.0500	0.0000
23.4180	0.0500	-0.0500	-0.0500	0.0000
23.4190	0.0500	-0.0500	-0.0500	0.0000
23.4200	0.0500	-0.0500	-0.0500	0.0000
23.4210	0.0500	-0.0500	-0.0500	0.0000
23.4220	0.0500	-0.0500	-0.0500	0.0000
23.4230	0.0500	-0.0500	-0.0500	0.0000
23.4240	0.0500	-0.0500	-0.0500	0.0000
23.4250	0.0500	-0.0500	-0.0500	0.0000
23.4260	0.0500	-0.0500	-0.0500	0.0000
23.4270	0.0500	-0.0500	-0.0500	0.0000
23.4280	0.0500	-0.0500	-0.0500	0.0000
23.4290	0.0500	-0.0500	-0.0500	0.0000
23.4300	0.0500	-0.0500	-0.0500	0.0000
23.4310	0.0500	-0.0500	-0.0500	0.0000
23.4320	0.0500	-0.0500	-0.0500	0.0000
23.4330	0.0500	-0.0500	-0.0500	0.0000
23.4340	0.0500	-0.0500	-0.0500	0.0000
23.4350	0.0500	-0.0500	-0.0500	0.0000
23.4360	0.0500	-0.0500	-0.0500	0.0000
23.4370	0.0500	-0.0500	-0.0500	0.0000
23.4380	0.0500	-0.0500	-0.0500	0.0000
23.4390	0.0500	-0.0500	-0.0500	0.0000
23.4400	0.0500	-0.0500	-0.0500	0.0000
23.4410	0.0500	-0.0500	-0.0500	0.0000
23.4420	0.0500	-0.0500	-0.0500	0.0000
23.4430	0.0500	-0.0500	-0.0500	0.0000
23.4440	0.0500	-0.0500	-0.0500	0.0000
23.4450	0.0500	-0.0500	-0.0500	0.0000
23.4460	0.0500	-0.0500	-0.0500	0.0000
23.4470	0.0500	-0.0500	-0.0500	0.0000
23.4480	0.0500	-0.0500	-0.0500	0.0000
23.4490	0.0500	-0.0500	-0.0500	0.0000
23.4500	0.0500	-0.0500	-0.0500	0.0000
23.4510	0.0500	-0.0500	-0.0500	0.0000
23.4520	0.0500	-0.0500	-0.0500	0.0000
23.4530	0.0500	-0.0500	-0.0500	0.0000
23.4540	0.0500	-0.0500	-0.0500	0.0000
23.4550	0.0500	-0.0500	-0.0500	0.0000
23.4560	0.0500	-0.0500	-0.0500	0.0000
23.4570	0.0500	-0.0500	-0.0500	0.0000
23.4580	0.0500	-0.0500	-0.0500	0.0000
23.4590	0.0500	-0.0500	-0.0500	0.0000
23.4600	0.0500	-0.0500	-0.0500	0.0000
23.4610	0.0500	-0.0500	-0.0500	0.0000
23.4620	0.0500	-0.0500	-0.0500	0.0000
23.4630	0.0500	-0.0500	-0.0500	0.0000
23.4640	0.0500	-0.0500	-0.0500	0.0000
23.4650	0.0500	-0.0500	-0.0500	0.0000
23.4660	0.0500	-0.0500	-0.0500	0.0000
23.4670	0.0500	-0.0500	-0.0500	0.0000
23.4680	0.0500	-0.0500	-0.0500	0.0000
23.4690	0.0500	-0.0500	-0.0500	0.0000
23.4700	0.0500	-0.0500	-0.0500	0.0000
23.4710	0.0500	-0.0500	-0.0500	0.0000
23.4720	0.0500	-0.0500	-0.0500	0.0000
23.4730	0.0500	-0.0500	-0.0500	0.0000
23.4740	0.0500	-0.0500	-0.0500	0.0000
23.4750	0.0500	-0.0500	-0.0500	0.0000
23.4760	0.0500	-0.0500	-0.0500	0.0000
23.4770	0.0500	-0.0500	-0.0500	0.0000
23.4780	0.0500	-0.0500	-0.0500	0.0000
23.4790	0.0500	-0.0500	-0.0500	0.0000
23.4800	0.0500	-0.0500	-0.0500	0.0000
23.4810	0.0500	-0.0500	-0.0500	0.0000
23.4820	0.0500	-0.0500	-0.0500	0.0000
23.4830	0.0500	-0.0500	-0.0500	0.0000
23.4840	0.0500	-0.0500	-0.0500	0.0000
23.4850	0.0500	-0.0500	-0.0500	0.0000
23.4860	0.0500	-0.0500	-0.0500	0.0000
23.4870	0.0500	-0.0500	-0.0500	0.0000
23.4880	0.0500	-0.0500	-0.0500	0.0000
23.4890	0.0500	-0.0500	-0.0500	0.0000
23.4900	0.0500	-0.0500	-0.0500	0.0000
23.4910	0.0500	-0.0500	-0.0500	0.0000
23.4920	0.0500	-0.0500	-0.0500	0.0000
23.4930	0.0500	-0.0500	-0.0500	0.0000
23.4940	0.0500	-0.0500	-0.0500	0.0000
23.4950	0.0500	-0.0500	-0.0500	0.0000
23.4960	0.0500	-0.0500	-0.0500	0.0000
23.4970	0.0500	-0.0500	-0.0500	0.0000
23.4980	0.0500	-0.0500	-0.0500	0.0000
23.4990	0.0500	-0.0500	-0.0500	0.0000
23.5000	0.0500	-0.0500	-0.0500	0.0000
23.5010	0.0500	-0.0500	-0.0500	0.0000
23.5020	0.0500	-0.0500	-0.0500	0.0000
23.5030	0.0500	-0.0500	-0.0500	0.0000
23.5040	0.0500	-0.0500	-0.0500	0.0000
23.5050	0.0500	-0.0500	-0.0500	0.0000
23.5060	0.0500	-0.0500	-0.0500	0.0000
23.5070	0.0500	-0.0500	-0.0500	0.0000
23.5080	0.0500	-0.0500	-0.0500	0.0000
23.5090	0.0500	-0.0500	-0.0500	0.0000
23.5100	0.0500	-0.0500	-0.0500	0.0000
23.5110	0.0500	-0.0500	-0.0500	0.0000
23.5120	0.0500	-0.0500	-0.0500	0.0000
23.5130	0.0500	-0.0500	-0.0500	0.0000
23.5140	0.0500	-0.0500	-0.0500	0.0000
23.5150	0.0500	-0.0500	-0.0500	0.0000
23.5160	0.0500	-0.0500	-0.0500	0.0000
23.5170	0.0500	-0.0500	-0.0500	0.0000
23.5180	0.0500	-0.0500	-0.0500	0.0000
23.5190	0.0500	-0.0500	-0.0500	0.0000
23.5200	0.0500	-0.0500	-0.0500	0.0000
23.5210	0.0500	-0.0500	-0.0500	0.0000
23.5220	0.0500	-0.0500	-0.0500	0.0000
23.5230	0.0500	-0.0500	-0.0500	0.0000
23.5240	0.0500	-0.0500	-0.0500	0.0000
23.5250	0.0500	-0.0500	-0.0500	0.0000
23.5260	0.0500	-0.0500	-0.0500	0.0000
23.5270	0.0500	-0.0500	-0.0500	0.0000
23.5280	0.0500	-0.0500	-0.0500	0.0000
23.5290	0.0500	-0.0500	-0.0500	0.0000
23.5300	0.0500	-0.0500	-0.0500	0.0000
23.5310	0.0500	-0.0500	-0.0500	0.0000
23.5320	0.0500	-0.0500	-0.0500	0.0000
23.5330	0.0500	-0.0500	-0.0500	0.0000
23.5340	0.0500	-0.0500	-0.0500	0.0000
23.5350	0.0500	-0.0500	-0.0500	0.0000
23.5360	0.0500	-0.0500	-0.0500	0.0000
23.5370	0.0500	-0.0500	-0.0500	0.0000
23.5380	0.0500	-0.0500	-0.0500	0.0000
23.5390	0.0500	-0.0500	-0.0500	0.0000
23.5400	0.0500	-0.0500	-0.0500	0.0000
23.5410	0.0500	-0.0500	-0.0500	0.0000
23.5420	0.0500	-0.0500	-0.0500	0.0000
23.5430	0.0500	-0.0500	-0.0500	0.0000
23.5440	0.0500	-0.0500	-0.0500	0.0000
23.5450	0.0500	-0.0500	-0.0500	0.0000
23.5460	0.0500	-0.0500	-0.0500	0.0000
23.5470	0.0500	-0.0500	-0.0500	0.0000
23.5480	0.0500	-0.0500	-0.0500	0.0000
23.5490	0.0500	-0.0500	-0.0500	0.0000
23.5500	0.0500	-0.0500	-0.0500	0.0000
23.5510	0.0500	-0.0500	-0.0500	0.0000
23.5520	0.0500	-0.0500	-0.0500	0.0000
23.5530	0.0500	-0.0500	-0.0500	0.0000
23.5540	0.0500	-0.0500	-0.0500	0.0000
23.5550	0.0500	-0.0500	-0.0500	0.0000
23.5560	0.0500	-0.0500	-0.0500	0.0000
23.5570	0.0500	-0.0500	-0.0500	0.0000
23.5580	0.0500	-0.0500	-0.0500	0.0000
23.5590	0.0500	-0.0500	-0.0500	0.0000
23.5600	0.0500	-0.0500	-0.0500	0.0000
23.5610	0.0500	-0.0500	-0.0500	0.0000
23.5620	0.0500	-0.0500	-0.0500	0.0000
23.5630	0.0500	-0.0500	-0.0500	0.0000
23.5640	0.0500	-0.0500	-0.0500	0.0000
23.5650	0.0500	-0.0500	-0.0500	0.0000
23.5660	0.0500	-0.0500	-0.0500	0.0000
23.5670	0.0500	-0.0500	-0.0500	0.0000
23.5680	0.0500	-0.0500	-0.0500	0.0000
23.5690	0.0500	-0.0500	-0.0500	0.0000
23.5700	0.0500	-0.0500	-0.0500	0.0000
23.5710	0.0500	-0.0500	-0.0500	0.0000
23.5720	0.0500	-0.0500	-0.0500	0.0000
23.5730	0.0500	-0.0500	-0.0500	0.0000
23.5740	0.0500	-0.0500	-0.0500	0.0000
23.5750	0.0500	-0.0500	-0.0500	0.0000
23.5760	0.0500	-0.0500	-0.0500	0.0000
23.5770	0.0500	-0.0500	-0.0500	0.0000
23.5780	0.0500	-0.0500	-0.0500	0.0000
23.5790	0.0500	-0.0500	-0.0500	0.0000
23.5800	0.0500	-0.0500	-0.0500	0.0000
23.5810	0.0500	-0.0500	-0.0500	0.0000
23.5820	0.0500	-0.0500	-0.0500	0.0000
23.5830	0.0500	-0.0500	-0.0500	0.0000
23.5840	0.0500	-0.0500	-0.0500	0.0000
23.5850	0.0500	-0.0500	-0.0500	0.0000
23.5860	0.0500	-0.0500	-0.0500	0.0000
23.5870	0.0500	-0.0500	-0.0500	0.0000
23.5880	0.0500	-0.0500	-0.0500	0.0000
23.5890	0.0500	-0.0500	-0.0500	0.0000
23.5900	0.0500	-0.0500	-0.0500	0.0000
23.5910	0.0500	-0.0500	-0.0500	0.0000
23.5920	0.0500	-0.0500	-0.0500	0.0000
23.5930	0.0500	-0.0500	-0.0500	0.0000
23.5940	0.0500	-0.0500	-0.0500	0.0000
23.5950	0.0500	-0.0500	-0.0500	0.0000
23.5960	0.0500	-0.0500	-0.0500	0.0000
23.5970	0.0500	-0.0500	-0.0500	0.0000
23.5980	0.0500	-0.0500	-0.0500	0.0000
23.5990	0.0500	-0.0500	-0.0500	0.0000
23.6000	0.0500	-0.0500	-0.0500	0.0000
23.6010	0.0500	-0.0500	-0.0500	0.0000
23.6020	0.0500	-0.0500	-0.0500	0.0000
23.6030	0.0500	-0.0500	-0.0500	0.0000
23.6040	0.0500	-0.0500	-0.0500	0.0000
23.6050	0.0500	-0.0500	-0.0500	0.0000
23.6060	0.0500	-0.0500	-0.0500	0.0000
23.6070	0.0500	-0.0500	-0.0500	0.0000
23.6080	0.0500	-0.0500	-0.0500	0.0000
23.6090	0.0500	-0.0500	-0.0500	0.0000
23.6100	0.0500	-0.0500	-0.0500	0.0000
23.6110	0.0500	-0.0500	-0.0500	0.0000
23.6120	0.0500	-0.0500	-0.0500	0.0000
23.6130	0.0500	-0.0500	-0.0500	0.0000
23.6140	0.0500	-0.0500	-0.0500	0.0000
23.6150	0.0500	-0.0500	-0.0500	0.0000
23.6160	0.0500	-0.0500	-0.0500	0.0000
23.6170	0.0500	-0.0500	-0.0500	0.0000
23.6180	0.0500	-0.0500	-0.0500	0.0000
23.6190	0.0500	-0.0500	-0.0500	0.0000
23.6200	0.0500	-0.0500	-0.0500	0.0000
